2026-07-17 14:09:26 | INFO     | ============================================================
2026-07-17 14:09:26 | INFO     |   SAP RPA — Auto Extend Material MMSC
2026-07-17 14:09:26 | INFO     |   Storage Loc : WH02 & WT01
2026-07-17 14:09:26 | INFO     |   Input       : _selected_temp.xlsx
2026-07-17 14:09:26 | INFO     |   Dry Run     : False
2026-07-17 14:09:26 | INFO     | ============================================================
2026-07-17 14:09:26 | INFO     | 
2026-07-17 14:09:26 | INFO     |   PERSIAPAN:
2026-07-17 14:09:26 | INFO     |   1. SAP sudah login
2026-07-17 14:09:26 | INFO     |   2. Klik jendela SAP supaya aktif
2026-07-17 14:09:26 | INFO     |   3. JANGAN sentuh mouse/keyboard saat robot berjalan!
2026-07-17 14:09:26 | INFO     |   4. DARURAT: gerak mouse ke pojok KIRI ATAS = STOP
2026-07-17 14:09:26 | INFO     | 
2026-07-17 14:09:26 | INFO     | Total material: 18 baris
2026-07-17 14:09:26 | INFO     |   Mulai dalam 5 detik...
2026-07-17 14:09:27 | INFO     |   Mulai dalam 4 detik...
2026-07-17 14:09:28 | INFO     |   Mulai dalam 3 detik...
2026-07-17 14:09:29 | INFO     |   Mulai dalam 2 detik...
2026-07-17 14:09:30 | INFO     |   Mulai dalam 1 detik...
2026-07-17 14:09:31 | INFO     |   ROBOT MULAI!
2026-07-17 14:09:31 | INFO     | 
2026-07-17 14:09:31 | INFO     |   SAP ditemukan: 'SAP Easy Access'
2026-07-17 14:09:32 | INFO     |   Fokus SAP berhasil ✓
2026-07-17 14:09:33 | INFO     |   SAP → kiri layar (960x1080)
2026-07-17 14:09:37 | INFO     |   MMSC terbuka
2026-07-17 14:09:37 | INFO     | [   1/18]  370192  →  Plant: B200
2026-07-17 14:09:37 | DEBUG    |   Isi Material: 370192
2026-07-17 14:09:39 | DEBUG    |   Isi Plant: B200
2026-07-17 14:09:43 | DEBUG    |   [DEBUG] Mundur ke-1: 'WH01'
2026-07-17 14:09:43 | DEBUG    |   [DEBUG] Mundur ke-2: ''
2026-07-17 14:09:43 | DEBUG    |   [DEBUG] SLoc yang terbaca: ['WH01']
2026-07-17 14:09:43 | INFO     |   Isi SLoc yang belum ada: WH02, WT01
2026-07-17 14:09:44 | DEBUG    |   SLoc baru: WH02
2026-07-17 14:09:45 | DEBUG    |   SLoc baru: WT01
2026-07-17 14:09:46 | DEBUG    |   [DEBUG] Jumlah elemen terbaca: 22
2026-07-17 14:09:46 | DEBUG    |   [DEBUG] Status text: [WINDOWCONTROL:NAME]ENTER STORAGE LOCATIONS COLLECTIVELY: LIST | [BUTTONCONTROL:NAME]OPEN | [BUTTONCONTROL:NAME]DELETE | [LEGACY:DESC]DELETE   (SHIFT+F2) | [LEGACY:VALUE]ENTER STORAGE LOCATIONS COLLECTIVELY: LIST | [LEGACY:DESC]DISPLAYS THE NAME OF THE WINDOW AND CONTAINS CONTROLS TO MANIPULATE IT | [MENUBARCONTROL:NAME]SYSTEM | [LEGACY:DESC]CONTAINS COMMANDS TO MANIPULATE THE WINDOW | [MENUITEMCONTROL:NAME]SYSTEM | [BUTTONCONTROL:NAME]MINIMIZE | [LEGACY:DESC]MOVES THE WINDOW OUT OF THE WAY | [BUTTONCONTROL:NAME]MAXIMIZE | [LEGACY:DESC]MAKES THE WINDOW FULL SCREEN | [BUTTONCONTROL:NAME]CLOSE | [LEGACY:DESC]CLOSES THE WINDOW | CUSTOM  CONTAINER | CONTROL  CONTAINER | CUSTOM  CONTAINER | CONTROL  CONTAINER | SAP'S ADVANCED TREELIST | CUSTOM  CONTAINER | CONTROL  CONTAINER
2026-07-17 14:09:48 | SUCCESS  |   ✓ [B200] 370192 — WH02, WT01 DITAMBAH
2026-07-17 14:09:48 | INFO     | [   2/18]  370192  →  Plant: B201
2026-07-17 14:09:48 | DEBUG    |   Isi Material: 370192
2026-07-17 14:09:50 | DEBUG    |   Isi Plant: B201
2026-07-17 14:09:54 | DEBUG    |   [DEBUG] Mundur ke-1: 'WH01'
2026-07-17 14:09:54 | DEBUG    |   [DEBUG] Mundur ke-2: ''
2026-07-17 14:09:54 | DEBUG    |   [DEBUG] SLoc yang terbaca: ['WH01']
2026-07-17 14:09:54 | INFO     |   Isi SLoc yang belum ada: WH02, WT01
2026-07-17 14:09:55 | DEBUG    |   SLoc baru: WH02
2026-07-17 14:09:56 | DEBUG    |   SLoc baru: WT01
2026-07-17 14:09:57 | DEBUG    |   [DEBUG] Jumlah elemen terbaca: 22
2026-07-17 14:09:57 | DEBUG    |   [DEBUG] Status text: [WINDOWCONTROL:NAME]ENTER STORAGE LOCATIONS COLLECTIVELY: LIST | [BUTTONCONTROL:NAME]OPEN | [BUTTONCONTROL:NAME]DELETE | [LEGACY:DESC]DELETE   (SHIFT+F2) | [LEGACY:VALUE]ENTER STORAGE LOCATIONS COLLECTIVELY: LIST | [LEGACY:DESC]DISPLAYS THE NAME OF THE WINDOW AND CONTAINS CONTROLS TO MANIPULATE IT | [MENUBARCONTROL:NAME]SYSTEM | [LEGACY:DESC]CONTAINS COMMANDS TO MANIPULATE THE WINDOW | [MENUITEMCONTROL:NAME]SYSTEM | [BUTTONCONTROL:NAME]MINIMIZE | [LEGACY:DESC]MOVES THE WINDOW OUT OF THE WAY | [BUTTONCONTROL:NAME]MAXIMIZE | [LEGACY:DESC]MAKES THE WINDOW FULL SCREEN | [BUTTONCONTROL:NAME]CLOSE | [LEGACY:DESC]CLOSES THE WINDOW | CUSTOM  CONTAINER | CONTROL  CONTAINER | CUSTOM  CONTAINER | CONTROL  CONTAINER | SAP'S ADVANCED TREELIST | CUSTOM  CONTAINER | CONTROL  CONTAINER
2026-07-17 14:09:59 | SUCCESS  |   ✓ [B201] 370192 — WH02, WT01 DITAMBAH
2026-07-17 14:09:59 | INFO     | [   3/18]  370192  →  Plant: B202
2026-07-17 14:09:59 | DEBUG    |   Isi Material: 370192
2026-07-17 14:10:01 | DEBUG    |   Isi Plant: B202
